Sector,Size,code,variable,value
,MICRO,Shareholders Equity to Total Liabilities,2015,40.34532107349723
"Arts, entertainment and recreation",LARGE,Shareholders Equity to Total Liabilities,2015,35.72026609658354
,MEDIUM,Shareholders Equity to Total Liabilities,2015,30.67807336628223
,SMALL,Shareholders Equity to Total Liabilities,2015,5.352029126388183
,MICRO,Shareholders Equity to Total Liabilities,2015,36.92163249569047
Other services activities,LARGE,Shareholders Equity to Total Liabilities,2015,17.07373721740592
,MEDIUM,Shareholders Equity to Total Liabilities,2015,5.277779523167568
,SMALL,Shareholders Equity to Total Liabilities,2015,23.65027346136171
,MICRO,Shareholders Equity to Total Liabilities,2015,28.71919957251614
ALL,LARGE,Shareholders Equity to Total Liabilities,2015,35.16429244652398
,MEDIUM,Shareholders Equity to Total Liabilities,2015,31.27107904637732
,SMALL,Shareholders Equity to Total Liabilities,2015,29.68763397311708
,MICRO,Shareholders Equity to Total Liabilities,2015,40.20033724606691
,LARGE,Shareholders Equity to Total Liabilities,2015,35.16429244652398
,MEDIUM,Shareholders Equity to Total Liabilities,2015,31.27107904637731
,SMALL,Shareholders Equity to Total Liabilities,2015,29.68763397311708
,MICRO,Shareholders Equity to Total Liabilities,2015,40.20033724606691
ALL,TOTAL,Export to Net Sales,2016,15.22996950348544
"Agriculture, forestry and fishing",TOTAL,Export to Net Sales,2016,10.20537744233077
Mining and quarrying,TOTAL,Export to Net Sales,2016,16.0520699046718
Manufacturing,TOTAL,Export to Net Sales,2016,24.68328662225051
"Electricity, gas, steam and air conditioning supply",TOTAL,Export to Net Sales,2016,0.7213517530347502
Water supply; sewerage; waste management and remediation activities,TOTAL,Export to Net Sales,2016,2.716024805775
Construction,TOTAL,Export to Net Sales,2016,6.542137055781547
Wholesale and retail trade; repair of motor vehicles and motorcycles,TOTAL,Export to Net Sales,2016,11.94887509138631
Transporting and storage,TOTAL,Export to Net Sales,2016,32.04268015666834
Accommodation and food service activities,TOTAL,Export to Net Sales,2016,2.29630478601876
Information and communication,TOTAL,Export to Net Sales,2016,5.663867391692678
Real estate activities,TOTAL,Export to Net Sales,2016,1.090631580678471
"Professional, scientific and technical activities",TOTAL,Export to Net Sales,2016,6.336198182237261
Administrative and support service activities,TOTAL,Export to Net Sales,2016,10.89605664825472
Education,TOTAL,Export to Net Sales,2016,1.008115869512096
Human health and social work activities,TOTAL,Export to Net Sales,2016,0.6517631936728769
"Arts, entertainment and recreation",TOTAL,Export to Net Sales,2016,2.076212123705146
Other services activities,TOTAL,Export to Net Sales,2016,1.927291689571938
"Agriculture, forestry and fishing",LARGE,Export to Net Sales,2016,25.11144602859075
,MEDIUM,Export to Net Sales,2016,4.296752648337304
,SMALL,Export to Net Sales,2016,3.766036828047154
,MICRO,Export to Net Sales,2016,2.89993049212783
Mining and quarrying,LARGE,Export to Net Sales,2016,19.2764546015469
,MEDIUM,Export to Net Sales,2016,12.15772884673129
,SMALL,Export to Net Sales,2016,9.391413448279945
,MICRO,Export to Net Sales,2016,6.729964225600312
Manufacturing,LARGE,Export to Net Sales,2016,28.78413328117953
,MEDIUM,Export to Net Sales,2016,17.7345340713508
,SMALL,Export to Net Sales,2016,11.29071968461297
,MICRO,Export to Net Sales,2016,7.077695399180755
"Electricity, gas, steam and air conditioning supply",LARGE,Export to Net Sales,2016,0.5315993799801807
,MEDIUM,Export to Net Sales,2016,4.150892078941408
,SMALL,Export to Net Sales,2016,2.857238501814339
,MICRO,Export to Net Sales,2016,0.7236964373773233
Water supply; sewerage; waste management and remediation activities,LARGE,Export to Net Sales,2016,0.6171521944411956
,MEDIUM,Export to Net Sales,2016,5.712011048492752
,SMALL,Export to Net Sales,2016,3.874474729635662
,MICRO,Export to Net Sales,2016,2.385413773032992
Construction,LARGE,Export to Net Sales,2016,12.36321145174149
,MEDIUM,Export to Net Sales,2016,4.533815944515057
,SMALL,Export to Net Sales,2016,1.70562337648094
,MICRO,Export to Net Sales,2016,2.288667152476156
Wholesale and retail trade; repair of motor vehicles and motorcycles,LARGE,Export to Net Sales,2016,12.56614535786701
,MEDIUM,Export to Net Sales,2016,12.4494990328153
,SMALL,Export to Net Sales,2016,9.866182112201335
,MICRO,Export to Net Sales,2016,10.33712488994715
Transporting and storage,LARGE,Export to Net Sales,2016,34.72695082739202
,MEDIUM,Export to Net Sales,2016,29.34183351158702
,SMALL,Export to Net Sales,2016,28.33391983876343
,MICRO,Export to Net Sales,2016,16.75110940067889
Accommodation and food service activities,LARGE,Export to Net Sales,2016,4.200536010251709
,MEDIUM,Export to Net Sales,2016,1.467761214742806
,SMALL,Export to Net Sales,2016,0.7429407773900041
,MICRO,Export to Net Sales,2016,0.854862195235479
Information and communication,LARGE,Export to Net Sales,2016,5.00585845266868
,MEDIUM,Export to Net Sales,2016,7.884337834324493
,SMALL,Export to Net Sales,2016,7.40665658123074
,MICRO,Export to Net Sales,2016,4.697353523544831
Real estate activities,LARGE,Export to Net Sales,2016,0.1772691660078546
,MEDIUM,Export to Net Sales,2016,2.003967400733965
,SMALL,Export to Net Sales,2016,0.9902461215794652
,MICRO,Export to Net Sales,2016,2.691089281574643
"Professional, scientific and technical activities",LARGE,Export to Net Sales,2016,5.10623733549103
,MEDIUM,Export to Net Sales,2016,9.559192510015704
,SMALL,Export to Net Sales,2016,5.956610421807949
,MICRO,Export to Net Sales,2016,5.208959640429944
Administrative and support service activities,LARGE,Export to Net Sales,2016,7.52687674669297
,MEDIUM,Export to Net Sales,2016,11.89765043189719
,SMALL,Export to Net Sales,2016,18.19461128442744
,MICRO,Export to Net Sales,2016,16.21988964411208
Education,LARGE,Export to Net Sales,2016,0.07300379148769699
,MEDIUM,Export to Net Sales,2016,1.012203453286987
,SMALL,Export to Net Sales,2016,1.815185801404079
,MICRO,Export to Net Sales,2016,2.723920183967735
Human health and social work activities,LARGE,Export to Net Sales,2016,0.143731111153196
,MEDIUM,Export to Net Sales,2016,1.815477503350081
,SMALL,Export to Net Sales,2016,0.6656978964517114
,MICRO,Export to Net Sales,2016,0.7211188729086841
"Arts, entertainment and recreation",LARGE,Export to Net Sales,2016,1.371819712064961
,MEDIUM,Export to Net Sales,2016,1.348773449291349
,SMALL,Export to Net Sales,2016,3.746008485996535
,MICRO,Export to Net Sales,2016,2.508858402288252
Other services activities,LARGE,Export to Net Sales,2016,3.416448902448197
,MEDIUM,Export to Net Sales,2016,2.274043737857766
,SMALL,Export to Net Sales,2016,0.9768986751781814
,MICRO,Export to Net Sales,2016,2.17370987426091
ALL,LARGE,Export to Net Sales,2016,18.00054617557277
,MEDIUM,Export to Net Sales,2016,12.9516082684222
,SMALL,Export to Net Sales,2016,9.67969687402481
,MICRO,Export to Net Sales,2016,8.316168881029427
,LARGE,Export to Net Sales,2016,18.00054617557277
,MEDIUM,Export to Net Sales,2016,12.9516082684222
,SMALL,Export to Net Sales,2016,9.679696874024813
,MICRO,Export to Net Sales,2016,8.316168881029427
,TOTAL,Operational Profit to Net Sales,2016,4.785735119364747
"Agriculture, forestry and fishing",TOTAL,Operational Profit to Net Sales,2016,3.563475128443296
Mining and quarrying,TOTAL,Operational Profit to Net Sales,2016,7.298128805229877
Manufacturing,TOTAL,Operational Profit to Net Sales,2016,7.679923218934722
"Electricity, gas, steam and air conditioning supply",TOTAL,Operational Profit to Net Sales,2016,9.23997216124324
Water supply; sewerage; waste management and remediation activities,TOTAL,Operational Profit to Net Sales,2016,2.140818316399957
Construction,TOTAL,Operational Profit to Net Sales,2016,5.098357949019621
Wholesale and retail trade; repair of motor vehicles and motorcycles,TOTAL,Operational Profit to Net Sales,2016,2.670364032125399
Transporting and storage,TOTAL,Operational Profit to Net Sales,2016,4.397366187729186
Accommodation and food service activities,TOTAL,Operational Profit to Net Sales,2016,-3.962699754194888
Information and communication,TOTAL,Operational Profit to Net Sales,2016,5.802069347342458
Real estate activities,TOTAL,Operational Profit to Net Sales,2016,20.32115883385547
"Professional, scientific and technical activities",TOTAL,Operational Profit to Net Sales,2016,5.152143100325072
Administrative and support service activities,TOTAL,Operational Profit to Net Sales,2016,1.87505593464223
Education,TOTAL,Operational Profit to Net Sales,2016,2.404079145569212
Human health and social work activities,TOTAL,Operational Profit to Net Sales,2016,6.560474519587755
"Arts, entertainment and recreation",TOTAL,Operational Profit to Net Sales,2016,-2.496760656111349
Other services activities,TOTAL,Operational Profit to Net Sales,2016,1.020358016575982
"Agriculture, forestry and fishing",LARGE,Operational Profit to Net Sales,2016,7.74933837641968
,MEDIUM,Operational Profit to Net Sales,2016,4.072247799299487
,SMALL,Operational Profit to Net Sales,2016,1.398659786188505
,MICRO,Operational Profit to Net Sales,2016,-6.601697922799524
Mining and quarrying,LARGE,Operational Profit to Net Sales,2016,9.288141112182391
,MEDIUM,Operational Profit to Net Sales,2016,7.383054008314635
,SMALL,Operational Profit to Net Sales,2016,2.965164485270102
,MICRO,Operational Profit to Net Sales,2016,-29.47900563592956
Manufacturing,LARGE,Operational Profit to Net Sales,2016,8.746685264797001
,MEDIUM,Operational Profit to Net Sales,2016,6.039268543982879
,SMALL,Operational Profit to Net Sales,2016,4.474430593313716
,MICRO,Operational Profit to Net Sales,2016,-0.432086526761229
"Electricity, gas, steam and air conditioning supply",LARGE,Operational Profit to Net Sales,2016,9.86621220638018
,MEDIUM,Operational Profit to Net Sales,2016,7.928102540810408
,SMALL,Operational Profit to Net Sales,2016,-12.60880302161091
,MICRO,Operational Profit to Net Sales,2016,-46.73509248628046
Water supply; sewerage; waste management and remediation activities,LARGE,Operational Profit to Net Sales,2016,1.82452147604149
,MEDIUM,Operational Profit to Net Sales,2016,3.927904629242566
,SMALL,Operational Profit to Net Sales,2016,2.191325233131391
,MICRO,Operational Profit to Net Sales,2016,-8.588376971687078
Construction,LARGE,Operational Profit to Net Sales,2016,7.556153357278005
,MEDIUM,Operational Profit to Net Sales,2016,4.941438228045766
,SMALL,Operational Profit to Net Sales,2016,4.333785882233594
,MICRO,Operational Profit to Net Sales,2016,-4.142081407471672
Wholesale and retail trade; repair of motor vehicles and motorcycles,LARGE,Operational Profit to Net Sales,2016,2.886632682074364
,MEDIUM,Operational Profit to Net Sales,2016,2.889185755507565
,SMALL,Operational Profit to Net Sales,2016,2.411253876903369
,MICRO,Operational Profit to Net Sales,2016,-0.4155781522332164
Transporting and storage,LARGE,Operational Profit to Net Sales,2016,6.157011254303942
,MEDIUM,Operational Profit to Net Sales,2016,2.39022035376939
,SMALL,Operational Profit to Net Sales,2016,1.341429505693355
,MICRO,Operational Profit to Net Sales,2016,-2.629185517381826
Accommodation and food service activities,LARGE,Operational Profit to Net Sales,2016,-2.04922375800071
,MEDIUM,Operational Profit to Net Sales,2016,-5.529926911564102
,SMALL,Operational Profit to Net Sales,2016,-3.136729285649502
,MICRO,Operational Profit to Net Sales,2016,-10.66141672551501
Information and communication,LARGE,Operational Profit to Net Sales,2016,6.085005042269817
,MEDIUM,Operational Profit to Net Sales,2016,7.253994200922727
,SMALL,Operational Profit to Net Sales,2016,5.138479756824403
,MICRO,Operational Profit to Net Sales,2016,-1.050029097979191
Real estate activities,LARGE,Operational Profit to Net Sales,2016,34.89226520991657
,MEDIUM,Operational Profit to Net Sales,2016,19.49412178389509
,SMALL,Operational Profit to Net Sales,2016,7.493445161065179
,MICRO,Operational Profit to Net Sales,2016,-25.84688804285435
"Professional, scientific and technical activities",LARGE,Operational Profit to Net Sales,2016,7.844912706924716
,MEDIUM,Operational Profit to Net Sales,2016,3.475247678993468
,SMALL,Operational Profit to Net Sales,2016,6.401793540298506
,MICRO,Operational Profit to Net Sales,2016,-1.129358703447568
Administrative and support service activities,LARGE,Operational Profit to Net Sales,2016,2.631428804276339
,MEDIUM,Operational Profit to Net Sales,2016,2.358642670951004
,SMALL,Operational Profit to Net Sales,2016,1.281020172714088
,MICRO,Operational Profit to Net Sales,2016,-3.892619758742652
Education,LARGE,Operational Profit to Net Sales,2016,4.444129963006744
,MEDIUM,Operational Profit to Net Sales,2016,5.0019897803046
,SMALL,Operational Profit to Net Sales,2016,0.07362042051065504
,MICRO,Operational Profit to Net Sales,2016,-13.50760390689316
Human health and social work activities,LARGE,Operational Profit to Net Sales,2016,6.178026208575592
,MEDIUM,Operational Profit to Net Sales,2016,3.447078376925956
,SMALL,Operational Profit to Net Sales,2016,8.210783455593674
,MICRO,Operational Profit to Net Sales,2016,17.3463614151587
"Arts, entertainment and recreation",LARGE,Operational Profit to Net Sales,2016,5.177059552005537
,MEDIUM,Operational Profit to Net Sales,2016,-7.938556392823848
,SMALL,Operational Profit to Net Sales,2016,-5.767223210230559
,MICRO,Operational Profit to Net Sales,2016,-10.51028212639261
Other services activities,LARGE,Operational Profit to Net Sales,2016,6.30761520427752
,MEDIUM,Operational Profit to Net Sales,2016,5.175163093182129
,SMALL,Operational Profit to Net Sales,2016,-0.005920552173581847
,MICRO,Operational Profit to Net Sales,2016,-6.045841712159201
ALL,LARGE,Operational Profit to Net Sales,2016,6.046512552384472
,MEDIUM,Operational Profit to Net Sales,2016,3.907301816334489
,SMALL,Operational Profit to Net Sales,2016,2.935120332826369
,MICRO,Operational Profit to Net Sales,2016,-2.16218947804055
,LARGE,Operational Profit to Net Sales,2016,6.046512552384472
,MEDIUM,Operational Profit to Net Sales,2016,3.907301816334489
,SMALL,Operational Profit to Net Sales,2016,2.935120332826369
,MICRO,Operational Profit to Net Sales,2016,-2.162189478040551
,TOTAL,Net Income From Other Operations to Net Sales,2016,1.157815122642632
"Agriculture, forestry and fishing",TOTAL,Net Income From Other Operations to Net Sales,2016,1.467973617572863
Mining and quarrying,TOTAL,Net Income From Other Operations to Net Sales,2016,2.722158025288486
Manufacturing,TOTAL,Net Income From Other Operations to Net Sales,2016,1.001152419264749
"Electricity, gas, steam and air conditioning supply",TOTAL,Net Income From Other Operations to Net Sales,2016,-1.842753708296155
Water supply; sewerage; waste management and remediation activities,TOTAL,Net Income From Other Operations to Net Sales,2016,0.6598010452141991
Construction,TOTAL,Net Income From Other Operations to Net Sales,2016,2.291093860039562
Wholesale and retail trade; repair of motor vehicles and motorcycles,TOTAL,Net Income From Other Operations to Net Sales,2016,0.3625578231391541
Transporting and storage,TOTAL,Net Income From Other Operations to Net Sales,2016,0.1149857666720288
Accommodation and food service activities,TOTAL,Net Income From Other Operations to Net Sales,2016,-1.481184006705891
Information and communication,TOTAL,Net Income From Other Operations to Net Sales,2016,3.606035161394125
Real estate activities,TOTAL,Net Income From Other Operations to Net Sales,2016,-3.580683707156988
"Professional, scientific and technical activities",TOTAL,Net Income From Other Operations to Net Sales,2016,33.10053571451307
Administrative and support service activities,TOTAL,Net Income From Other Operations to Net Sales,2016,0.6104870353555886
Education,TOTAL,Net Income From Other Operations to Net Sales,2016,1.48369987514188
Human health and social work activities,TOTAL,Net Income From Other Operations to Net Sales,2016,0.691890977764057
"Arts, entertainment and recreation",TOTAL,Net Income From Other Operations to Net Sales,2016,2.360168655710672
Other services activities,TOTAL,Net Income From Other Operations to Net Sales,2016,0.4738397946168988
"Agriculture, forestry and fishing",LARGE,Net Income From Other Operations to Net Sales,2016,3.061840930663958
,MEDIUM,Net Income From Other Operations to Net Sales,2016,0.3112007399535985
,SMALL,Net Income From Other Operations to Net Sales,2016,0.5219887875933603
,MICRO,Net Income From Other Operations to Net Sales,2016,4.146139250138754
Mining and quarrying,LARGE,Net Income From Other Operations to Net Sales,2016,16.74108398446905
,MEDIUM,Net Income From Other Operations to Net Sales,2016,1.545045532535593
,SMALL,Net Income From Other Operations to Net Sales,2016,0.350540859218395
,MICRO,Net Income From Other Operations to Net Sales,2016,-445.2048130644831
Manufacturing,LARGE,Net Income From Other Operations to Net Sales,2016,1.197327324456153
,MEDIUM,Net Income From Other Operations to Net Sales,2016,-0.04366213951646002
,SMALL,Net Income From Other Operations to Net Sales,2016,0.3207057682279825
,MICRO,Net Income From Other Operations to Net Sales,2016,8.24623468001651
"Electricity, gas, steam and air conditioning supply",LARGE,Net Income From Other Operations to Net Sales,2016,-1.409645698830868
,MEDIUM,Net Income From Other Operations to Net Sales,2016,-11.81800782517195
,SMALL,Net Income From Other Operations to Net Sales,2016,-1.411109460857533
,MICRO,Net Income From Other Operations to Net Sales,2016,4.404046029834492
Water supply; sewerage; waste management and remediation activities,LARGE,Net Income From Other Operations to Net Sales,2016,1.02745176729778
,MEDIUM,Net Income From Other Operations to Net Sales,2016,-0.5653999130715703
,SMALL,Net Income From Other Operations to Net Sales,2016,1.254662918882294
,MICRO,Net Income From Other Operations to Net Sales,2016,2.714561725669105
Construction,LARGE,Net Income From Other Operations to Net Sales,2016,3.410278453273466
,MEDIUM,Net Income From Other Operations to Net Sales,2016,0.9877032735306766
,SMALL,Net Income From Other Operations to Net Sales,2016,1.29708199054672
,MICRO,Net Income From Other Operations to Net Sales,2016,5.301740199670342
Wholesale and retail trade; repair of motor vehicles and motorcycles,LARGE,Net Income From Other Operations to Net Sales,2016,0.4644718326496154
,MEDIUM,Net Income From Other Operations to Net Sales,2016,0.1081180890069189
,SMALL,Net Income From Other Operations to Net Sales,2016,0.2795557852513171
,MICRO,Net Income From Other Operations to Net Sales,2016,1.007647966689644
Transporting and storage,LARGE,Net Income From Other Operations to Net Sales,2016,-0.1219670066087139
,MEDIUM,Net Income From Other Operations to Net Sales,2016,0.6375766725764644
,SMALL,Net Income From Other Operations to Net Sales,2016,0.3823760938949867
,MICRO,Net Income From Other Operations to Net Sales,2016,0.703417462575596
Accommodation and food service activities,LARGE,Net Income From Other Operations to Net Sales,2016,-2.476471853425836
,MEDIUM,Net Income From Other Operations to Net Sales,2016,-2.53677259840607
,SMALL,Net Income From Other Operations to Net Sales,2016,-0.132421423643308
,MICRO,Net Income From Other Operations to Net Sales,2016,2.756095403060162
Information and communication,LARGE,Net Income From Other Operations to Net Sales,2016,3.755249263365648
,MEDIUM,Net Income From Other Operations to Net Sales,2016,1.424684856649575
,SMALL,Net Income From Other Operations to Net Sales,2016,2.148326841972999
,MICRO,Net Income From Other Operations to Net Sales,2016,11.31073466459826
Real estate activities,LARGE,Net Income From Other Operations to Net Sales,2016,-11.18033857362018
,MEDIUM,Net Income From Other Operations to Net Sales,2016,-3.25832296374775
,SMALL,Net Income From Other Operations to Net Sales,2016,-0.7255105232862837
,MICRO,Net Income From Other Operations to Net Sales,2016,30.64312399900716
"Professional, scientific and technical activities",LARGE,Net Income From Other Operations to Net Sales,2016,54.55685682396872
,MEDIUM,Net Income From Other Operations to Net Sales,2016,22.64568474158595
,SMALL,Net Income From Other Operations to Net Sales,2016,17.41769253564688
,MICRO,Net Income From Other Operations to Net Sales,2016,36.20847601202974
Administrative and support service activities,LARGE,Net Income From Other Operations to Net Sales,2016,0.3649253414875807
,MEDIUM,Net Income From Other Operations to Net Sales,2016,0.3176846182274159
,SMALL,Net Income From Other Operations to Net Sales,2016,0.9247807382463273
,MICRO,Net Income From Other Operations to Net Sales,2016,2.555715192778033
Education,LARGE,Net Income From Other Operations to Net Sales,2016,2.482723675679348
,MEDIUM,Net Income From Other Operations to Net Sales,2016,2.092548512015543
,SMALL,Net Income From Other Operations to Net Sales,2016,1.153208423743075
,MICRO,Net Income From Other Operations to Net Sales,2016,-5.699238157340095
Human health and social work activities,LARGE,Net Income From Other Operations to Net Sales,2016,0.6149795500065307
,MEDIUM,Net Income From Other Operations to Net Sales,2016,0.5637951053948883
,SMALL,Net Income From Other Operations to Net Sales,2016,0.3798130759851257
,MICRO,Net Income From Other Operations to Net Sales,2016,2.909758003795877
"Arts, entertainment and recreation",LARGE,Net Income From Other Operations to Net Sales,2016,-1.779723004591262
,MEDIUM,Net Income From Other Operations to Net Sales,2016,11.00958038771491
,SMALL,Net Income From Other Operations to Net Sales,2016,0.02751392447710516
,MICRO,Net Income From Other Operations to Net Sales,2016,3.166638330177264
Other services activities,LARGE,Net Income From Other Operations to Net Sales,2016,-1.046023966531947
,MEDIUM,Net Income From Other Operations to Net Sales,2016,2.365220702269123
,SMALL,Net Income From Other Operations to Net Sales,2016,0.5248636871296309
,MICRO,Net Income From Other Operations to Net Sales,2016,0.3699309004490103
ALL,LARGE,Net Income From Other Operations to Net Sales,2016,1.300155909163534
,MEDIUM,Net Income From Other Operations to Net Sales,2016,0.4103566194463251
,SMALL,Net Income From Other Operations to Net Sales,2016,1.007716916651494
,MICRO,Net Income From Other Operations to Net Sales,2016,3.851978167318755
,LARGE,Net Income From Other Operations to Net Sales,2016,1.300155909163534
,MEDIUM,Net Income From Other Operations to Net Sales,2016,0.4103566194463251
,SMALL,Net Income From Other Operations to Net Sales,2016,1.007716916651494
,MICRO,Net Income From Other Operations to Net Sales,2016,3.85197816731876
,TOTAL,Net Extraordinary Income to Net Sales,2016,-0.2051188835340961
"Agriculture, forestry and fishing",TOTAL,Net Extraordinary Income to Net Sales,2016,-0.2491783954805325
Mining and quarrying,TOTAL,Net Extraordinary Income to Net Sales,2016,2.215792269194174
Manufacturing,TOTAL,Net Extraordinary Income to Net Sales,2016,-0.3686272760799759
"Electricity, gas, steam and air conditioning supply",TOTAL,Net Extraordinary Income to Net Sales,2016,-0.1402082131137212
Water supply; sewerage; waste management and remediation activities,TOTAL,Net Extraordinary Income to Net Sales,2016,-0.3671287519762227
Construction,TOTAL,Net Extraordinary Income to Net Sales,2016,-0.7357075554824802
Wholesale and retail trade; repair of motor vehicles and motorcycles,TOTAL,Net Extraordinary Income to Net Sales,2016,-0.1440750190303622
Transporting and storage,TOTAL,Net Extraordinary Income to Net Sales,2016,0.1527303769902942
Accommodation and food service activities,TOTAL,Net Extraordinary Income to Net Sales,2016,-0.455158390928794
Information and communication,TOTAL,Net Extraordinary Income to Net Sales,2016,-0.7258077164082829
Real estate activities,TOTAL,Net Extraordinary Income to Net Sales,2016,-0.6649719127370622
"Professional, scientific and technical activities",TOTAL,Net Extraordinary Income to Net Sales,2016,2.305652739067252
Administrative and support service activities,TOTAL,Net Extraordinary Income to Net Sales,2016,0.1876277559868647
Education,TOTAL,Net Extraordinary Income to Net Sales,2016,-0.6943125078752026
Human health and social work activities,TOTAL,Net Extraordinary Income to Net Sales,2016,-2.469181267659022
"Arts, entertainment and recreation",TOTAL,Net Extraordinary Income to Net Sales,2016,3.307457423007357
Other services activities,TOTAL,Net Extraordinary Income to Net Sales,2016,-1.363610861760995
"Agriculture, forestry and fishing",LARGE,Net Extraordinary Income to Net Sales,2016,-0.04562616811501258
,MEDIUM,Net Extraordinary Income to Net Sales,2016,-0.2809423771338024
,SMALL,Net Extraordinary Income to Net Sales,2016,-0.5856806826612307
,MICRO,Net Extraordinary Income to Net Sales,2016,0.5136634942732038
Mining and quarrying,LARGE,Net Extraordinary Income to Net Sales,2016,6.245539077877515
,MEDIUM,Net Extraordinary Income to Net Sales,2016,-2.071802856141396
,SMALL,Net Extraordinary Income to Net Sales,2016,-1.496826744431873
,MICRO,Net Extraordinary Income to Net Sales,2016,-51.80500272006091
Manufacturing,LARGE,Net Extraordinary Income to Net Sales,2016,-0.1987750040329195
,MEDIUM,Net Extraordinary Income to Net Sales,2016,-0.6475565493654734
,SMALL,Net Extraordinary Income to Net Sales,2016,-0.933336292027756
,MICRO,Net Extraordinary Income to Net Sales,2016,-1.134737595524792
"Electricity, gas, steam and air conditioning supply",LARGE,Net Extraordinary Income to Net Sales,2016,0.06639171755294727
,MEDIUM,Net Extraordinary Income to Net Sales,2016,-0.8892056590751427
,SMALL,Net Extraordinary Income to Net Sales,2016,-1.306213645570126
,MICRO,Net Extraordinary Income to Net Sales,2016,-31.90128055534813
Water supply; sewerage; waste management and remediation activities,LARGE,Net Extraordinary Income to Net Sales,2016,-0.220766961850362
,MEDIUM,Net Extraordinary Income to Net Sales,2016,0.004681765507910973
,SMALL,Net Extraordinary Income to Net Sales,2016,-1.058771508775347
,MICRO,Net Extraordinary Income to Net Sales,2016,-2.248630321231388
Construction,LARGE,Net Extraordinary Income to Net Sales,2016,-0.6930659782409652
,MEDIUM,Net Extraordinary Income to Net Sales,2016,-0.2239167813651051
,SMALL,Net Extraordinary Income to Net Sales,2016,-0.8652980792000818
,MICRO,Net Extraordinary Income to Net Sales,2016,-2.478483302847877
Wholesale and retail trade; repair of motor vehicles and motorcycles,LARGE,Net Extraordinary Income to Net Sales,2016,0.021828388623657
,MEDIUM,Net Extraordinary Income to Net Sales,2016,-0.1646377903723344
,SMALL,Net Extraordinary Income to Net Sales,2016,-0.4584795398421467
,MICRO,Net Extraordinary Income to Net Sales,2016,-0.7554950023479479
Transporting and storage,LARGE,Net Extraordinary Income to Net Sales,2016,0.4597273307692111
,MEDIUM,Net Extraordinary Income to Net Sales,2016,0.1175664886698534
,SMALL,Net Extraordinary Income to Net Sales,2016,-0.671364667565018
,MICRO,Net Extraordinary Income to Net Sales,2016,-1.13093431277435
Accommodation and food service activities,LARGE,Net Extraordinary Income to Net Sales,2016,0.06092624738418493
,MEDIUM,Net Extraordinary Income to Net Sales,2016,-0.4412801883034944
,SMALL,Net Extraordinary Income to Net Sales,2016,-1.231288028235421
,MICRO,Net Extraordinary Income to Net Sales,2016,-0.5197768813278824
Information and communication,LARGE,Net Extraordinary Income to Net Sales,2016,0.07205980831792172
,MEDIUM,Net Extraordinary Income to Net Sales,2016,-1.222170792819768
,SMALL,Net Extraordinary Income to Net Sales,2016,-3.61506439620939
,MICRO,Net Extraordinary Income to Net Sales,2016,-4.124534336328178
Real estate activities,LARGE,Net Extraordinary Income to Net Sales,2016,0.1025726627685836
,MEDIUM,Net Extraordinary Income to Net Sales,2016,-0.1301990171722069
,SMALL,Net Extraordinary Income to Net Sales,2016,-2.588274992773794
,MICRO,Net Extraordinary Income to Net Sales,2016,-2.346915828297375
"Professional, scientific and technical activities",LARGE,Net Extraordinary Income to Net Sales,2016,8.950893145509985
,MEDIUM,Net Extraordinary Income to Net Sales,2016,2.75792478190659
,SMALL,Net Extraordinary Income to Net Sales,2016,-0.4686253926904581
,MICRO,Net Extraordinary Income to Net Sales,2016,-6.752638329421573
Administrative and support service activities,LARGE,Net Extraordinary Income to Net Sales,2016,0.5463432443961219
,MEDIUM,Net Extraordinary Income to Net Sales,2016,0.08179136127764473
,SMALL,Net Extraordinary Income to Net Sales,2016,-0.4783246329516111
,MICRO,Net Extraordinary Income to Net Sales,2016,-0.6591132891477998
Education,LARGE,Net Extraordinary Income to Net Sales,2016,-0.0477010301906031
,MEDIUM,Net Extraordinary Income to Net Sales,2016,-0.7241989283804819
,SMALL,Net Extraordinary Income to Net Sales,2016,-1.308731942209616
,MICRO,Net Extraordinary Income to Net Sales,2016,-1.521824931719076
Human health and social work activities,LARGE,Net Extraordinary Income to Net Sales,2016,-0.3363015236848939
,MEDIUM,Net Extraordinary Income to Net Sales,2016,-2.103988121149326
,SMALL,Net Extraordinary Income to Net Sales,2016,-4.63899887763831
,MICRO,Net Extraordinary Income to Net Sales,2016,-17.03637271127213
"Arts, entertainment and recreation",LARGE,Net Extraordinary Income to Net Sales,2016,3.372520212211246
,MEDIUM,Net Extraordinary Income to Net Sales,2016,11.97324918902053
,SMALL,Net Extraordinary Income to Net Sales,2016,-2.575254073099023
,MICRO,Net Extraordinary Income to Net Sales,2016,-2.969297409837075
Other services activities,LARGE,Net Extraordinary Income to Net Sales,2016,-1.152242836897012
,MEDIUM,Net Extraordinary Income to Net Sales,2016,-1.86639911208211
,SMALL,Net Extraordinary Income to Net Sales,2016,-1.482284739628622
,MICRO,Net Extraordinary Income to Net Sales,2016,-0.883752815529472
ALL,LARGE,Net Extraordinary Income to Net Sales,2016,0.0782628932449021
,MEDIUM,Net Extraordinary Income to Net Sales,2016,-0.269013707834371
,SMALL,Net Extraordinary Income to Net Sales,2016,-0.7346983575550649
,MICRO,Net Extraordinary Income to Net Sales,2016,-2.048792800481123
,LARGE,Net Extraordinary Income to Net Sales,2016,0.0782628932449021
